Product_ID,Category,Price,Discount_Percentage,Promotion_Type,Units_Sold,Store_Location,Season,Customer_Segment,Date,Revenue,Competitor_Price,Ad_Spend,Stock_Availability,Customer_Rating,Returns,Discounted_Price
PROD000068,Groceries,344.9,10.0,Discount,2.0,Illinois,Summer,Loyalty,2022-10-30,620.8199999999999,314.53,942.38,In Stock,4.0,1.0,310.40999999999997
PROD000069,Groceries,29.34,5.0,None,3.0,New York,Winter,Regular,2023-01-02,83.619,246.3,962.73,Out of Stock,1.0,2.0,27.872999999999998
PROD000070,Clothing,96.94,,Cashback,5.0,New York,Winter,Budget,2023-08-18,484.7,165.47,117.51,Out of Stock,5.0,,96.94
PROD000071,Groceries,125.23,15.0,BOGO,5.0,California,Summer,Regular,2022-09-12,532.2275,154.26,344.18,Out of Stock,1.0,0.0,106.4455
PROD000072,Electronics,374.32,10.0,BOGO,3.0,New York,Winter,Budget,2023-10-12,1010.664,477.46,439.59,In Stock,1.0,1.0,336.888
PROD000073,Beauty,241.74,0.0,BOGO,5.0,California,Fall,Premium,2023-11-20,1208.7,292.34,141.54,In Stock,1.0,0.0,241.74
PROD000074,Clothing,239.65,,Discount,3.0,Illinois,Fall,Loyalty,2023-06-20,718.95,391.99,206.75,In Stock,4.0,1.0,239.65
PROD000075,Beauty,366.86,15.0,BOGO,,California,Summer,Loyalty,2022-05-19,,368.13,296.61,In Stock,3.0,1.0,311.831
PROD000076,Clothing,273.32,5.0,Cashback,1.0,California,Fall,Budget,2022-12-30,259.654,20.0,741.53,Out of Stock,1.0,2.0,259.654
PROD000077,Clothing,125.96,10.0,Discount,5.0,Texas,Winter,Budget,2023-03-05,566.8199999999999,375.28,603.5,In Stock,2.0,0.0,113.36399999999999
PROD000078,Furniture,7.96,5.0,None,2.0,California,Summer,Loyalty,2022-11-29,15.123999999999999,281.8,122.65,In Stock,2.0,1.0,7.561999999999999
PROD000079,Furniture,322.98,15.0,Cashback,2.0,Texas,Summer,Premium,2023-02-24,549.066,230.39,441.95,Out of Stock,5.0,,274.533
PROD000080,Groceries,284.01,0.0,Cashback,5.0,New York,Spring,Loyalty,2023-10-22,1420.05,326.41,218.04,Out of Stock,2.0,0.0,284.01
PROD000081,Beauty,86.15,0.0,BOGO,5.0,California,Fall,Regular,2023-11-12,430.75,350.5,81.36,Out of Stock,4.0,0.0,86.15
PROD000082,Clothing,303.72,,Discount,2.0,New York,Fall,Loyalty,2022-07-11,607.44,36.0,968.41,In Stock,5.0,2.0,303.72
PROD000083,Groceries,219.08,5.0,BOGO,5.0,Florida,Summer,Premium,2023-05-20,1040.63,344.77,159.0,Out of Stock,1.0,2.0,208.126
PROD000084,Electronics,124.74,5.0,BOGO,,Texas,Summer,Loyalty,2022-01-31,,119.14,777.52,In Stock,,1.0,118.50299999999999
PROD000085,Clothing,98.88,5.0,None,3.0,New York,Summer,Budget,2022-02-06,281.808,469.18,751.82,Out of Stock,1.0,,93.93599999999999
PROD000086,Electronics,409.6,10.0,None,,New York,Fall,Budget,2022-12-01,,216.51,688.25,In Stock,5.0,2.0,368.64000000000004
PROD000087,Groceries,346.65,20.0,BOGO,1.0,California,Spring,Loyalty,2022-12-05,277.32,248.73,277.13,In Stock,3.0,0.0,277.32
PROD000088,Furniture,303.83,,Discount,2.0,California,Winter,Budget,2023-07-26,607.66,442.33,64.9,Out of Stock,5.0,1.0,303.83
PROD000089,Groceries,242.13,15.0,Cashback,4.0,Illinois,Fall,Regular,2023-04-10,823.242,423.5,447.67,In Stock,4.0,0.0,205.8105
PROD000090,Electronics,394.14,15.0,None,3.0,Texas,Spring,Premium,2023-11-12,1005.057,114.86,855.48,Out of Stock,3.0,2.0,335.019
PROD000091,Clothing,70.96,5.0,BOGO,,California,Fall,Loyalty,2023-07-03,,357.82,960.92,In Stock,2.0,0.0,67.41199999999999
PROD000092,Beauty,284.93,15.0,None,,Illinois,Fall,Regular,2023-04-27,,286.14,598.9,Out of Stock,2.0,2.0,242.1905
PROD000093,Groceries,431.0,10.0,BOGO,5.0,Florida,Summer,Premium,2022-06-10,1939.5000000000002,252.16,679.94,Out of Stock,5.0,0.0,387.90000000000003
PROD000094,Clothing,148.1,0.0,None,3.0,Texas,Summer,Budget,2022-04-05,444.29999999999995,348.49,261.41,In Stock,4.0,0.0,148.1
PROD000095,Furniture,24.76,20.0,Cashback,1.0,California,Spring,Budget,2022-01-08,19.808000000000003,394.58,392.54,In Stock,,1.0,19.808000000000003
PROD000096,Furniture,434.95,20.0,None,4.0,New York,Winter,Budget,2023-04-05,1391.8400000000001,404.9,981.06,In Stock,1.0,0.0,347.96000000000004
PROD000097,Furniture,461.17,10.0,BOGO,,New York,Winter,Regular,2022-03-02,,193.9,707.98,Out of Stock,3.0,2.0,415.053
PROD000098,Clothing,164.47,20.0,Discount,,Illinois,Fall,Loyalty,2023-01-09,,113.39,485.81,In Stock,3.0,0.0,131.576
PROD000099,Groceries,382.73,0.0,BOGO,1.0,Texas,Summer,Budget,2023-12-08,382.73,207.17,301.75,In Stock,2.0,2.0,382.73
PROD000100,Clothing,408.66,20.0,None,4.0,California,Fall,Regular,2022-06-03,1307.7120000000002,178.73,241.74,Out of Stock,5.0,,326.92800000000005
PROD000101,Clothing,467.71,20.0,Cashback,4.0,Illinois,Fall,Budget,2022-12-11,1496.672,423.85,898.59,In Stock,2.0,0.0,374.168
PROD000102,Beauty,448.41,15.0,None,5.0,Florida,Fall,Budget,2022-10-26,1905.7425,65.51,99.18,Out of Stock,5.0,,381.1485
PROD000103,Beauty,232.79,15.0,Discount,2.0,Illinois,Winter,Regular,2023-03-23,395.743,100.53,306.35,In Stock,1.0,1.0,197.8715
PROD000104,Groceries,310.57,0.0,None,4.0,California,Fall,Regular,2022-11-11,1242.28,201.31,645.93,Out of Stock,1.0,1.0,310.57
PROD000105,Beauty,298.9,5.0,None,1.0,New York,Summer,Regular,2023-04-02,283.955,123.54,114.79,In Stock,,1.0,283.955
PROD000106,Furniture,97.48,5.0,Discount,2.0,Florida,Spring,Premium,2022-12-21,185.212,378.21,305.16,In Stock,5.0,,92.606
PROD000107,Beauty,86.84,20.0,Discount,5.0,Illinois,Summer,Premium,2023-11-15,347.36,288.42,104.33,Out of Stock,5.0,,69.47200000000001
PROD000108,Furniture,239.33,10.0,Cashback,2.0,California,Summer,Budget,2022-01-18,430.79400000000004,5.49,333.28,In Stock,1.0,2.0,215.39700000000002
PROD000109,Groceries,122.19,0.0,BOGO,5.0,Florida,Fall,Regular,2023-06-03,610.95,75.03,555.92,In Stock,1.0,1.0,122.19
PROD000110,Clothing,466.86,15.0,None,4.0,Texas,Winter,Regular,2022-04-28,1587.324,349.17,252.89,Out of Stock,1.0,2.0,396.831
PROD000111,Clothing,83.93,5.0,None,,California,Summer,Premium,2023-11-12,,214.2,651.45,In Stock,2.0,1.0,79.7335
PROD000112,Beauty,361.86,10.0,None,5.0,Texas,Spring,Regular,2022-07-16,1628.3700000000001,351.25,853.95,In Stock,5.0,2.0,325.67400000000004
PROD000113,Furniture,434.4,15.0,Discount,4.0,Illinois,Spring,Premium,2023-07-10,1476.9599999999998,95.01,724.13,Out of Stock,3.0,,369.23999999999995
PROD000114,Electronics,327.59,5.0,None,,New York,Winter,Budget,2023-03-31,,203.69,906.07,Out of Stock,,1.0,311.21049999999997
PROD000115,Electronics,28.13,10.0,Cashback,4.0,California,Summer,Premium,2022-05-09,101.268,203.59,35.34,In Stock,3.0,1.0,25.317
PROD000116,Electronics,122.96,15.0,Discount,4.0,Texas,Summer,Loyalty,2022-07-23,418.06399999999996,421.93,676.07,In Stock,1.0,2.0,104.51599999999999
PROD000117,Clothing,,15.0,None,1.0,New York,Summer,Loyalty,2023-02-15,80.9795,57.1,602.64,Out of Stock,2.0,2.0,80.9795
PROD000118,Clothing,289.74,5.0,None,2.0,Texas,Fall,Premium,2023-07-16,550.506,144.39,510.47,In Stock,,,275.253
PROD000119,Furniture,129.42,20.0,None,2.0,Illinois,Summer,Premium,2022-07-19,207.072,218.56,973.99,In Stock,,2.0,103.536
PROD000120,Beauty,495.83,20.0,BOGO,2.0,Texas,Winter,Regular,2022-08-31,793.328,207.62,916.26,Out of Stock,,1.0,396.664
PROD000121,Electronics,37.3,10.0,None,4.0,Texas,Spring,Premium,2023-12-24,134.28,412.56,387.14,Out of Stock,,0.0,33.57
PROD000122,Furniture,310.34,15.0,Discount,2.0,Texas,Fall,Premium,2023-10-29,527.578,354.29,125.18,Out of Stock,3.0,,263.789
PROD000123,Furniture,117.84,5.0,Cashback,5.0,Texas,Fall,Premium,2023-09-21,559.74,89.22,439.34,Out of Stock,,1.0,111.948
PROD000124,Beauty,400.2,15.0,Discount,2.0,New York,Spring,Budget,2023-05-31,680.3399999999999,319.62,234.35,Out of Stock,3.0,2.0,340.16999999999996
PROD000125,Furniture,260.55,,BOGO,2.0,California,Winter,Budget,2023-02-10,521.1,181.79,423.21,In Stock,,2.0,260.55
PROD000126,Beauty,150.2,,BOGO,1.0,Texas,Spring,Budget,2023-04-05,150.2,83.55,497.75,In Stock,5.0,,150.2
PROD000127,Groceries,110.15,20.0,Discount,2.0,Florida,Spring,Regular,2023-05-22,176.24,265.32,95.4,Out of Stock,2.0,1.0,88.12
PROD000128,Beauty,151.98,10.0,BOGO,,New York,Summer,Premium,2023-04-03,,188.94,360.71,Out of Stock,4.0,1.0,136.78199999999998
PROD000129,Electronics,331.62,0.0,None,1.0,Florida,Summer,Loyalty,2022-07-20,331.62,436.0,668.36,In Stock,5.0,2.0,331.62
PROD000130,Electronics,304.3,0.0,Discount,4.0,Florida,Fall,Regular,2022-10-01,1217.2,435.31,910.66,Out of Stock,2.0,1.0,304.3
PROD000131,Beauty,265.01,15.0,Discount,3.0,New York,Winter,Loyalty,2022-10-25,675.7755,418.27,775.07,In Stock,5.0,2.0,225.2585
PROD000132,Groceries,445.28,5.0,None,1.0,New York,Spring,Budget,2023-10-14,423.01599999999996,104.9,771.42,Out of Stock,5.0,2.0,423.01599999999996
PROD000133,Groceries,9.5,20.0,Cashback,,Texas,Spring,Premium,2022-10-09,,122.99,589.21,In Stock,3.0,2.0,7.6000000000000005
PROD000134,Electronics,337.97,,Discount,,Florida,Winter,Regular,2023-04-17,,321.07,211.84,In Stock,1.0,2.0,337.97
PROD000135,Groceries,169.04,,Cashback,3.0,California,Summer,Premium,2023-08-27,507.12,293.41,407.06,In Stock,5.0,,169.04
PROD000136,Furniture,163.94,10.0,Discount,,New York,Spring,Budget,2023-07-14,,280.78,222.02,In Stock,1.0,1.0,147.546
PROD000137,Clothing,46.63,5.0,BOGO,4.0,Texas,Winter,Premium,2022-11-15,177.194,354.05,940.75,In Stock,4.0,,44.2985
PROD000138,Furniture,422.16,20.0,Cashback,1.0,Texas,Fall,Premium,2023-07-16,337.72800000000007,58.33,527.55,In Stock,1.0,0.0,337.72800000000007
PROD000139,Electronics,346.57,,None,2.0,Texas,Spring,Regular,2022-04-28,693.14,396.5,153.09,Out of Stock,1.0,1.0,346.57
PROD000140,Groceries,67.78,,None,4.0,Florida,Fall,Budget,2022-04-23,271.12,195.42,404.99,Out of Stock,1.0,2.0,67.78
PROD000141,Beauty,197.56,,BOGO,4.0,Illinois,Summer,Regular,2023-02-20,790.24,158.76,958.16,In Stock,5.0,0.0,197.56
PROD000142,Clothing,457.85,10.0,None,1.0,Florida,Summer,Premium,2022-02-03,412.06500000000005,80.5,867.13,In Stock,3.0,2.0,412.06500000000005
PROD000143,Beauty,224.07,20.0,Discount,4.0,Illinois,Spring,Regular,2023-12-11,717.024,195.69,277.18,Out of Stock,2.0,1.0,179.256
PROD000144,Electronics,221.03,0.0,Cashback,5.0,New York,Spring,Budget,2022-04-08,1105.15,99.25,537.45,Out of Stock,3.0,,221.03
PROD000145,Groceries,346.41,0.0,Discount,1.0,Texas,Summer,Premium,2023-02-04,346.41,310.88,198.95,In Stock,5.0,,346.41
PROD000146,Beauty,313.06,20.0,None,2.0,Illinois,Spring,Regular,2022-02-12,500.896,230.25,595.01,In Stock,1.0,0.0,250.448
PROD000147,Beauty,104.86,20.0,None,5.0,New York,Winter,Premium,2022-11-19,419.44000000000005,496.63,322.94,Out of Stock,1.0,,83.888
PROD000148,Clothing,479.9,20.0,Cashback,5.0,Texas,Summer,Loyalty,2022-05-26,1919.6000000000001,200.18,520.83,In Stock,,,383.92
PROD000149,Clothing,66.54,20.0,None,1.0,New York,Spring,Loyalty,2023-11-30,53.232000000000006,460.7,48.49,Out of Stock,5.0,,53.232000000000006
PROD000150,Groceries,6.87,15.0,Cashback,4.0,Texas,Summer,Regular,2022-02-27,23.358,206.33,753.86,Out of Stock,1.0,2.0,5.8395
PROD000151,Clothing,417.01,15.0,Discount,5.0,Illinois,Summer,Premium,2023-10-19,1772.2924999999998,230.77,222.27,In Stock,3.0,,354.45849999999996
PROD000152,Beauty,395.36,,BOGO,1.0,California,Summer,Loyalty,2022-05-28,395.36,345.5,427.99,Out of Stock,,,395.36
PROD000153,Beauty,492.42,,Cashback,2.0,Illinois,Summer,Premium,2022-03-05,984.84,237.73,146.7,In Stock,2.0,2.0,492.42
PROD000154,Electronics,110.65,20.0,Discount,,Florida,Winter,Loyalty,2022-05-18,,409.08,290.67,Out of Stock,1.0,2.0,88.52000000000001
PROD000155,Beauty,81.59,5.0,BOGO,,Florida,Spring,Premium,2022-06-22,,417.4,966.53,Out of Stock,1.0,2.0,77.5105
PROD000156,Groceries,387.86,,Discount,1.0,Illinois,Fall,Regular,2023-01-31,387.86,218.69,820.66,Out of Stock,1.0,0.0,387.86
PROD000157,Furniture,219.09,10.0,None,4.0,Texas,Spring,Premium,2023-10-28,788.724,200.61,853.16,Out of Stock,,2.0,197.181
PROD000158,Electronics,314.58,,BOGO,1.0,New York,Winter,Premium,2022-10-27,314.58,336.75,952.4,In Stock,2.0,0.0,314.58
PROD000159,Electronics,390.65,10.0,BOGO,3.0,New York,Summer,Premium,2022-01-10,1054.7549999999999,131.17,495.58,In Stock,5.0,,351.585
PROD000160,Groceries,457.24,,BOGO,,Florida,Winter,Regular,2022-04-05,,363.42,466.31,In Stock,,0.0,457.24
PROD000161,Groceries,248.92,0.0,Cashback,5.0,California,Fall,Regular,2023-05-22,1244.6,202.6,409.84,Out of Stock,2.0,0.0,248.92
PROD000162,Clothing,236.38,10.0,None,1.0,Texas,Spring,Budget,2022-09-13,212.742,351.31,608.2,Out of Stock,4.0,,212.742
PROD000163,Electronics,113.08,0.0,BOGO,1.0,Texas,Fall,Premium,2023-04-06,113.08,81.28,787.99,In Stock,1.0,0.0,113.08
PROD000164,Clothing,469.92,10.0,Cashback,5.0,Texas,Summer,Regular,2023-08-21,2114.64,444.54,236.49,Out of Stock,2.0,2.0,422.928
PROD000165,Beauty,210.01,20.0,BOGO,,California,Summer,Premium,2023-07-21,,164.66,492.54,In Stock,2.0,1.0,168.008
PROD000166,Electronics,364.36,0.0,BOGO,5.0,Texas,Fall,Budget,2022-04-30,1821.8000000000002,80.9,430.27,In Stock,2.0,,364.36
PROD000167,Electronics,351.42,10.0,BOGO,2.0,California,Summer,Regular,2022-06-20,632.556,246.37,179.42,In Stock,2.0,2.0,316.278
PROD000168,Furniture,21.72,20.0,BOGO,4.0,New York,Summer,Loyalty,2023-11-08,69.504,40.63,1.8,In Stock,4.0,,17.376
PROD000169,Electronics,202.22,15.0,Cashback,3.0,California,Fall,Regular,2022-04-22,515.6610000000001,405.45,413.57,In Stock,2.0,0.0,171.887
PROD000170,Beauty,464.65,,BOGO,1.0,New York,Summer,Loyalty,2022-03-05,464.65,380.75,347.35,In Stock,2.0,2.0,464.65
PROD000171,Clothing,366.41,5.0,BOGO,1.0,Illinois,Summer,Regular,2022-09-20,348.0895,141.03,725.68,In Stock,2.0,0.0,348.0895
PROD000172,Clothing,19.0,10.0,None,2.0,California,Fall,Regular,2023-10-13,34.2,478.7,325.42,In Stock,3.0,1.0,17.1
PROD000173,Furniture,402.31,,Discount,5.0,New York,Spring,Regular,2023-08-01,2011.55,311.55,339.79,In Stock,3.0,1.0,402.31
PROD000174,Beauty,6.71,20.0,None,5.0,Illinois,Spring,Budget,2023-09-25,26.840000000000003,498.48,102.67,In Stock,2.0,2.0,5.368
PROD000175,Clothing,281.46,15.0,Cashback,1.0,Illinois,Spring,Premium,2023-01-14,239.24099999999999,149.03,338.57,Out of Stock,4.0,,239.24099999999999
PROD000176,Groceries,30.92,10.0,None,3.0,Florida,Spring,Budget,2023-01-15,83.48400000000001,274.14,187.58,Out of Stock,5.0,0.0,27.828000000000003
PROD000177,Beauty,192.33,10.0,Discount,4.0,Texas,Fall,Loyalty,2022-09-19,692.388,14.78,575.6,In Stock,5.0,1.0,173.097
PROD000178,Beauty,22.1,5.0,None,5.0,California,Fall,Loyalty,2023-08-02,104.97500000000001,317.27,933.15,Out of Stock,3.0,,20.995
PROD000179,Furniture,309.11,10.0,BOGO,2.0,California,Winter,Budget,2023-12-09,556.398,462.77,504.95,In Stock,5.0,1.0,278.199
PROD000180,Clothing,88.89,10.0,None,3.0,Florida,Summer,Loyalty,2023-12-08,240.00300000000001,167.38,28.27,In Stock,1.0,2.0,80.001
PROD000181,Beauty,254.19,5.0,None,2.0,Illinois,Summer,Regular,2022-01-16,482.96099999999996,405.64,453.27,Out of Stock,1.0,,241.48049999999998
